,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
264,264,T340,GW2," The Instruments of Jennifer Love Hewitt are Vocals.   The Occupation of Jennifer Love Hewitt are Actress, and singer.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer).  The Genres of Jennifer Love Hewitt are Pop , and pop rock. ",Jennifer Love Hewitt is an actress who had a singing career in Pop music.,2,"the instruments of jennifer love hewitt are vocals .    the occupation of jennifer love hewitt are actress ,  and singer .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  .   the genres of jennifer love hewitt are pop  ,  and pop rock . ","[(('music', 13), ('instruments', 1), 1, ['RelatedTo', 'CreatedBy']), (('vocals', 7), ('music', 13), 0, ['HasContext']), (('music', 13), ('vocals', 7), 1, ['RelatedTo']), (('occupation', 10), ('career', 10), 0, ['RelatedTo', 'Hyponym']), (('career', 10), ('occupation', 10), 1, ['Hypernym', 'IsA', 'RelatedTo']), (('occupation', 10), ('music', 13), 0, ['Co-Hyponym']), (('music', 13), ('occupation', 10), 1, ['Co-Hyponym']), (('singer', 19), ('singing', 9), 0, ['RelatedTo']), (('singer', 19), ('music', 13), 0, ['RelatedTo']), (('singer', 41), ('singing', 9), 0, ['RelatedTo']), (('singer', 41), ('music', 13), 0, ['RelatedTo']), (('music', 13), ('genres', 45), 1, ['RelatedTo']), (('pop', 51), ('music', 13), 0, ['Hypernym']), (('music', 13), ('pop', 51), 1, ['RelatedTo', 'Hyponym']), (('pop', 54), ('music', 13), 0, ['Hypernym']), (('music', 13), ('pop', 54), 1, ['RelatedTo', 'Hyponym']), (('rock', 55), ('pop', 12), 0, ['RelatedTo', 'Co-Hyponym']), (('pop', 12), ('rock', 55), 1, ['Co-Hyponym']), (('rock', 55), ('music', 13), 0, ['Hypernym', 'IsA', 'RelatedTo']), (('music', 13), ('rock', 55), 1, ['RelatedTo', 'Hyponym'])]"
265,265,T340,GW2," Jennifer Love Hewitt was Born on February 21, 1979  ( 1979-02-21 )  (age 39)   Waco, Texas, United States.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer).  The Known for of Jennifer Love Hewitt are Party of Five  , and Ghost Whisperer.  The Spouse(s) of Jennifer Love Hewitt are Brian Hallisay ( m.  2013). ",Jennifer Love Hewitt was in Party of Five in 1998.,1,"jennifer love hewitt was born on february 21 ,  1979   (  1979 - 02 - 21  )    ( age 39 )    waco ,  texas ,  united states .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  .   the known for of jennifer love hewitt are party of five   ,  and ghost whisperer .   the spouse ( s )  of jennifer love hewitt are brian hallisay  (  m .   2013 )  . ","[(('active', 30), ('party', 5), 0, ['Co-Hyponym']), (('party', 5), ('active', 30), 1, ['Co-Hyponym']), (('love', 1), ('spouse', 68), 1, ['RelatedTo'])]"
266,266,T340,GW2," Jennifer Love Hewitt was Born on February 21, 1979  ( 1979-02-21 )  (age 39)   Waco, Texas, United States.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer).  The Known for of Jennifer Love Hewitt are Party of Five  , and Ghost Whisperer.  The Spouse(s) of Jennifer Love Hewitt are Brian Hallisay ( m.  2013). ",Jennifer Love Hewitt began acting in Party of Five in 1989.,0,"jennifer love hewitt was born on february 21 ,  1979   (  1979 - 02 - 21  )    ( age 39 )    waco ,  texas ,  united states .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  .   the known for of jennifer love hewitt are party of five   ,  and ghost whisperer .   the spouse ( s )  of jennifer love hewitt are brian hallisay  (  m .   2013 )  . ","[(('born', 4), ('began', 3), 0, ['RelatedTo']), (('active', 30), ('party', 6), 0, ['Co-Hyponym']), (('party', 6), ('active', 30), 1, ['Co-Hyponym']), (('love', 1), ('spouse', 68), 1, ['RelatedTo'])]"
267,267,T340,GW28," Jennifer Love Hewitt was Born on February 21, 1979  ( 1979-02-21 )  (age 39)   Waco, Texas, United States.  The Residence of Jennifer Love Hewitt are Pacific Palisades, Los Angeles, California, United States.  The Occupation of Jennifer Love Hewitt are Actress, and singer.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer). ",Jennifer Love Hewitt is an American entertainer.,2,"jennifer love hewitt was born on february 21 ,  1979   (  1979 - 02 - 21  )    ( age 39 )    waco ,  texas ,  united states .   the residence of jennifer love hewitt are pacific palisades ,  los angeles ,  california ,  united states .   the occupation of jennifer love hewitt are actress ,  and singer .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  . ","[(('actress', 53), ('entertainer', 6), 0, ['Hypernym']), (('entertainer', 6), ('actress', 53), 1, ['Hyponym']), (('singer', 56), ('entertainer', 6), 0, ['Hypernym', 'RelatedTo']), (('entertainer', 6), ('singer', 56), 1, ['Hyponym']), (('active', 60), ('entertainer', 6), 0, ['Co-Hyponym']), (('entertainer', 6), ('active', 60), 1, ['Co-Hyponym']), (('actress', 70), ('entertainer', 6), 0, ['Hypernym']), (('entertainer', 6), ('actress', 70), 1, ['Hyponym']), (('singer', 78), ('entertainer', 6), 0, ['Hypernym', 'RelatedTo']), (('entertainer', 6), ('singer', 78), 1, ['Hyponym'])]"
268,268,T340,GW28," Jennifer Love Hewitt was Born on February 21, 1979  ( 1979-02-21 )  (age 39)   Waco, Texas, United States.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer).  The Known for of Jennifer Love Hewitt are Party of Five  , and Ghost Whisperer.  The Children of Jennifer Love Hewitt are 2. ",Jennifer Love Hewitt's two children are girls.,1,"jennifer love hewitt was born on february 21 ,  1979   (  1979 - 02 - 21  )    ( age 39 )    waco ,  texas ,  united states .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  .   the known for of jennifer love hewitt are party of five   ,  and ghost whisperer .   the children of jennifer love hewitt are 2 . ","[(('love', 1), ('two', 5), 0, ['RelatedTo']), (('children', 6), ('age', 18), 1, ['RelatedTo']), (('love', 33), ('two', 5), 0, ['RelatedTo']), (('love', 56), ('two', 5), 0, ['RelatedTo']), (('five', 61), ('two', 5), 0, ['RelatedTo', 'Co-Hyponym']), (('two', 5), ('five', 61), 1, ['Co-Hyponym']), (('children', 68), ('girls', 8), 0, ['RelatedTo']), (('love', 71), ('two', 5), 0, ['RelatedTo']), (('2', 74), ('two', 5), 0, ['Synonym', 'HasProperty']), (('two', 5), ('2', 74), 1, ['RelatedTo', 'Synonym', 'HasProperty'])]"
269,269,T340,GW28," The Instruments of Jennifer Love Hewitt are Vocals.   The Occupation of Jennifer Love Hewitt are Actress, and singer.  The Years active of Jennifer Love Hewitt are 1989 - present (actress) , and 1992 - 2003 (singer).  The Genres of Jennifer Love Hewitt are Pop , and pop rock. ",Jennifer Love Hewitt is currently a singer.,0,"the instruments of jennifer love hewitt are vocals .    the occupation of jennifer love hewitt are actress ,  and singer .   the years active of jennifer love hewitt are 1989  -  present  ( actress )   ,  and 1992  -  2003  ( singer )  .   the genres of jennifer love hewitt are pop  ,  and pop rock . ","[(('singer', 6), ('vocals', 7), 1, ['RelatedTo']), (('singer', 6), ('occupation', 10), 1, ['RelatedTo'])]"
270,270,T348,GW0," Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Years active of Christina Aguilera are 1993 - present.  The Spouse(s) of Christina Aguilera are Jordan Bratman ( m.  2005;  div.  2011).  The Partner(s) of Christina Aguilera are Matthew Rutler (2010 - present; engaged). ",Christina Aguilera has been singing for over twenty years.,2,"christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the years active of christina aguilera are 1993  -  present .   the spouse ( s )  of christina aguilera are jordan bratman  (  m .   2005 ;   div .   2011 )  .   the partner ( s )  of christina aguilera are matthew rutler  ( 2010  -  present ;  engaged )  . ","[(('12', 8), ('twenty', 7), 0, ['Co-Hyponym']), (('twenty', 7), ('12', 8), 1, ['Co-Hyponym']), (('18', 10), ('twenty', 7), 0, ['Co-Hyponym']), (('twenty', 7), ('18', 10), 1, ['Co-Hyponym']), (('18', 13), ('twenty', 7), 0, ['Co-Hyponym']), (('twenty', 7), ('18', 13), 1, ['Co-Hyponym']), (('age', 17), ('years', 8), 0, ['RelatedTo', 'Antonym', 'Synonym', 'Co-Hyponym']), (('years', 8), ('age', 17), 1, ['Co-Hyponym', 'Synonym'])]"
271,271,T348,GW0," The Children of Christina Aguilera are 2.  Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Spouse(s) of Christina Aguilera are Jordan Bratman ( m.  2005;  div.  2011).  The Partner(s) of Christina Aguilera are Matthew Rutler (2010 - present; engaged). ",Christina Aguilera has two children with Matthew Rutler.,1,"the children of christina aguilera are 2 .   christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the spouse ( s )  of christina aguilera are jordan bratman  (  m .   2005 ;   div .   2011 )  .   the partner ( s )  of christina aguilera are matthew rutler  ( 2010  -  present ;  engaged )  . ","[(('2', 6), ('two', 3), 0, ['Synonym', 'HasProperty']), (('two', 3), ('2', 6), 1, ['RelatedTo', 'Synonym', 'HasProperty']), (('children', 4), ('age', 25), 1, ['RelatedTo']), (('two', 3), ('div', 56), 1, ['Synonym'])]"
272,272,T348,GW0," Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Years active of Christina Aguilera are 1993 - present.  The Spouse(s) of Christina Aguilera are Jordan Bratman ( m.  2005;  div.  2011).  The Partner(s) of Christina Aguilera are Matthew Rutler (2010 - present; engaged). ",Jordan Bratman divorced Christina Aguilera after two years together.,0,"christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the years active of christina aguilera are 1993  -  present .   the spouse ( s )  of christina aguilera are jordan bratman  (  m .   2005 ;   div .   2011 )  .   the partner ( s )  of christina aguilera are matthew rutler  ( 2010  -  present ;  engaged )  . ","[(('age', 17), ('years', 7), 0, ['RelatedTo', 'Antonym', 'Synonym', 'Co-Hyponym']), (('years', 7), ('age', 17), 1, ['Co-Hyponym', 'Synonym']), (('two', 6), ('div', 59), 1, ['Synonym']), (('divorced', 2), ('engaged', 80), 1, ['Antonym'])]"
273,273,T348,GW14," The Occupation of Christina Aguilera are Singer  songwriter  actress  television personality.  The Genres of Christina Aguilera are R&B ,  pop , and  soul.  The Labels of Christina Aguilera are RCA.  Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S.. ",Christina Aguilera has released pop music under the RCA label.,2,"the occupation of christina aguilera are singer  songwriter  actress  television personality .   the genres of christina aguilera are r & b  ,   pop  ,  and  soul .   the labels of christina aguilera are rca .   christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  . ","[(('occupation', 1), ('music', 5), 0, ['Co-Hyponym']), (('music', 5), ('occupation', 1), 1, ['Co-Hyponym']), (('singer', 6), ('music', 5), 0, ['RelatedTo']), (('songwriter', 7), ('music', 5), 0, ['HasContext']), (('pop', 4), ('television', 9), 1, ['HasContext']), (('music', 5), ('television', 9), 1, ['Antonym']), (('rca', 8), ('television', 9), 1, ['dbpedia/product']), (('music', 5), ('genres', 13), 1, ['RelatedTo']), (('b', 20), ('music', 5), 0, ['HasContext']), (('pop', 22), ('music', 5), 0, ['Hypernym']), (('music', 5), ('pop', 22), 1, ['RelatedTo', 'Hyponym']), (('soul', 25), ('pop', 4), 0, ['Hyponym']), (('pop', 4), ('soul', 25), 1, ['Hypernym']), (('soul', 25), ('music', 5), 0, ['Hypernym', 'HasContext']), (('music', 5), ('soul', 25), 1, ['Hyponym']), (('labels', 28), ('label', 9), 0, ['FormOf', 'RelatedTo'])]"
274,274,T348,GW14," Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Home town of Christina Aguilera are Rochester, Pennsylvania, U.S.  Wexford, Pennsylvania, U.S..  The Spouse(s) of Christina Aguilera are Jordan Bratman ( m.  2005;  div.  2011).  The Partner(s) of Christina Aguilera are Matthew Rutler (2010 - present; engaged). ",Christina Aguilera met Matthew Rutler at a Hollywood party.,1,"christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the home town of christina aguilera are rochester ,  pennsylvania ,  u . s .   wexford ,  pennsylvania ,  u . s .  .   the spouse ( s )  of christina aguilera are jordan bratman  (  m .   2005 ;   div .   2011 )  .   the partner ( s )  of christina aguilera are matthew rutler  ( 2010  -  present ;  engaged )  . ","[(('party', 8), ('home', 33), 1, ['Antonym', 'AtLocation']), (('partner', 78), ('party', 8), 0, ['Co-Hyponym']), (('party', 8), ('partner', 78), 1, ['Co-Hyponym'])]"
275,275,T348,GW14," The Birth name of Christina Aguilera are Christina Maria Aguilera .  Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Residence of Christina Aguilera are Los Angeles, California, U.S..  The Home town of Christina Aguilera are Rochester, Pennsylvania, U.S.  Wexford, Pennsylvania, U.S.. ",Christina Aguilera has always lived in the city where she was born.,0,"the birth name of christina aguilera are christina maria aguilera  .   christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the residence of christina aguilera are los angeles ,  california ,  u . s .  .   the home town of christina aguilera are rochester ,  pennsylvania ,  u . s .   wexford ,  pennsylvania ,  u . s .  . ","[(('birth', 1), ('born', 11), 0, ['RelatedTo']), (('born', 11), ('birth', 1), 1, ['RelatedTo']), (('always', 3), ('name', 2), 1, ['RelatedTo']), (('age', 28), ('lived', 4), 0, ['RelatedTo']), (('age', 28), ('born', 11), 0, ['RelatedTo']), (('city', 7), ('new', 31), 1, ['RelatedTo']), (('born', 11), ('new', 31), 1, ['RelatedTo']), (('york', 32), ('city', 7), 0, ['IsA', 'RelatedTo']), (('city', 7), ('york', 32), 1, ['RelatedTo']), (('city', 7), ('new', 35), 1, ['RelatedTo']), (('born', 11), ('new', 35), 1, ['RelatedTo']), (('york', 36), ('city', 7), 0, ['IsA', 'RelatedTo']), (('city', 7), ('york', 36), 1, ['RelatedTo']), (('home', 60), ('always', 3), 0, ['HasContext']), (('home', 60), ('lived', 4), 0, ['RelatedTo']), (('home', 60), ('city', 7), 0, ['AtLocation']), (('town', 61), ('city', 7), 0, ['IsA', 'RelatedTo', 'Co-Hyponym']), (('city', 7), ('town', 61), 1, ['Antonym', 'Co-Hyponym', 'DistinctFrom', 'IsA', 'RelatedTo']), (('rochester', 66), ('city', 7), 0, ['IsA', 'RelatedTo'])]"
276,276,T348,GW45," Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S..  The Residence of Christina Aguilera are Los Angeles, California, U.S..  The Labels of Christina Aguilera are RCA.  The Home town of Christina Aguilera are Rochester, Pennsylvania, U.S.  Wexford, Pennsylvania, U.S.. ",RCA Record lable is an american record lable owned by Sony music,2,"christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  .   the residence of christina aguilera are los angeles ,  california ,  u . s .  .   the labels of christina aguilera are rca .   the home town of christina aguilera are rochester ,  pennsylvania ,  u . s .   wexford ,  pennsylvania ,  u . s .  . ",
277,277,T348,GW45," The Genres of Christina Aguilera are R&B ,  pop , and  soul.  The Instruments of Christina Aguilera are Vocals.  The Occupation of Christina Aguilera are Singer  songwriter  actress  television personality.  Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S.. ",she may be a singer and song writer only,1,"the genres of christina aguilera are r & b  ,   pop  ,  and  soul .   the instruments of christina aguilera are vocals .   the occupation of christina aguilera are singer  songwriter  actress  television personality .   christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  . ","[(('pop', 10), ('song', 6), 0, ['Co-Hyponym']), (('song', 6), ('pop', 10), 1, ['Co-Hyponym']), (('soul', 13), ('singer', 4), 0, ['Hyponym']), (('singer', 4), ('soul', 13), 1, ['Hypernym']), (('soul', 13), ('writer', 7), 0, ['Hyponym']), (('writer', 7), ('soul', 13), 1, ['Hypernym']), (('song', 6), ('instruments', 16), 1, ['RelatedTo']), (('singer', 4), ('vocals', 21), 1, ['RelatedTo']), (('vocals', 21), ('song', 6), 0, ['RelatedTo']), (('singer', 4), ('occupation', 24), 1, ['RelatedTo']), (('song', 6), ('singer', 29), 1, ['RelatedTo']), (('may', 1), ('songwriter', 30), 1, ['dbpedia/occupation']), (('songwriter', 30), ('song', 6), 0, ['RelatedTo', 'DerivedFrom']), (('song', 6), ('songwriter', 30), 1, ['CreatedBy']), (('songwriter', 30), ('writer', 7), 0, ['IsA', 'DerivedFrom'])]"
278,278,T348,GW45," The Genres of Christina Aguilera are R&B ,  pop , and  soul.  The Occupation of Christina Aguilera are Singer  songwriter  actress  television personality.  The Years active of Christina Aguilera are 1993 - present.  Christina Aguilera was Born on    ( 1980-12-18 )  December 18, 1980  (age 38)    New York City, New York, U.S.. ",she can't contribute in pop and soul genre at a time,0,"the genres of christina aguilera are r & b  ,   pop  ,  and  soul .   the occupation of christina aguilera are singer  songwriter  actress  television personality .   the years active of christina aguilera are 1993  -  present .   christina aguilera was born on     (  1980 - 12 - 18  )   december 18 ,  1980   ( age 38 )     new york city ,  new york ,  u . s .  . ","[(('genres', 1), ('genre', 9), 0, ['FormOf', 'RelatedTo']), (('pop', 10), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('pop', 10), 1, ['Hyponym']), (('pop', 10), ('genre', 9), 0, ['Hypernym']), (('genre', 9), ('pop', 10), 1, ['Hyponym']), (('soul', 13), ('pop', 6), 0, ['Hyponym']), (('pop', 6), ('soul', 13), 1, ['Hypernym']), (('soul', 13), ('genre', 9), 0, ['Hypernym']), (('genre', 9), ('soul', 13), 1, ['Hyponym']), (('occupation', 16), ('time', 12), 0, ['Co-Hyponym']), (('time', 12), ('occupation', 16), 1, ['Co-Hyponym']), (('singer', 21), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('singer', 21), 1, ['Hyponym']), (('songwriter', 22), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('songwriter', 22), 1, ['Hyponym']), (('actress', 23), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('actress', 23), 1, ['Hyponym']), (('pop', 6), ('television', 24), 1, ['HasContext']), (('personality', 25), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('personality', 25), 1, ['Hyponym']), (('personality', 25), ('time', 12), 0, ['Co-Hyponym']), (('time', 12), ('personality', 25), 1, ['Co-Hyponym']), (('years', 28), ('time', 12), 0, ['Co-Hyponym']), (('time', 12), ('years', 28), 1, ['RelatedTo', 'Co-Hyponym']), (('active', 29), ('soul', 8), 0, ['Hypernym']), (('soul', 8), ('active', 29), 1, ['Hyponym']), (('present', 36), ('contribute', 4), 0, ['Co-Hyponym']), (('contribute', 4), ('present', 36), 1, ['Co-Hyponym']), (('present', 36), ('time', 12), 0, ['Hypernym', 'IsA', 'RelatedTo']), (('time', 12), ('present', 36), 1, ['RelatedTo', 'Hyponym']), (('age', 55), ('contribute', 4), 0, ['Co-Hyponym']), (('contribute', 4), ('age', 55), 1, ['Co-Hyponym']), (('age', 55), ('time', 12), 0, ['RelatedTo', 'Co-Hyponym']), (('time', 12), ('age', 55), 1, ['RelatedTo', 'CapableOf', 'Co-Hyponym']), (('time', 12), ('new', 58), 1, ['RelatedTo']), (('time', 12), ('new', 62), 1, ['RelatedTo'])]"
279,279,T361,GW4," Joaquin Phoenix was Born on Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The Years active of Joaquin Phoenix are 1982 - present.  The Partner(s) of Joaquin Phoenix are Rooney Mara (2016 - present).  The Relatives of Joaquin Phoenix are River Phoenix (brother) , Rain Phoenix (sister) , Liberty Phoenix (sister) , and Summer Phoenix (sister).  ",Joaquin Phoenix got married when they were 42 years old.,2,"joaquin phoenix was born on joaquin rafael bottom     (  1974 - 10 - 28  )   october 28 ,  1974   ( age 44 )    san juan ,  puerto rico .   the years active of joaquin phoenix are 1982  -  present .   the partner ( s )  of joaquin phoenix are rooney mara  ( 2016  -  present )  .   the relatives of joaquin phoenix are river phoenix  ( brother )   ,  rain phoenix  ( sister )   ,  liberty phoenix  ( sister )   ,  and summer phoenix  ( sister )  . ","[(('age', 20), ('years', 8), 0, ['RelatedTo', 'Antonym', 'Synonym', 'Co-Hyponym']), (('years', 8), ('age', 20), 1, ['Co-Hyponym', 'Synonym']), (('age', 20), ('old', 9), 0, ['RelatedTo', 'Antonym']), (('old', 9), ('age', 20), 1, ['RelatedTo']), (('old', 9), ('years', 30), 1, ['RelatedTo']), (('active', 31), ('married', 3), 0, ['Co-Hyponym']), (('married', 3), ('active', 31), 1, ['Co-Hyponym']), (('partner', 41), ('married', 3), 0, ['Co-Hyponym']), (('married', 3), ('partner', 41), 1, ['Co-Hyponym']), (('river', 63), ('phoenix', 1), 0, ['RelatedTo']), (('summer', 82), ('got', 2), 0, ['RelatedTo']), (('summer', 82), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('summer', 82), 1, ['Co-Hyponym'])]"
280,280,T361,GW4," Joaquin Phoenix was Born on Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The Other names of Joaquin Phoenix are Leaf Phoenix.  The Occupation of Joaquin Phoenix are Actor , producer , musician , and activist.  The Relatives of Joaquin Phoenix are River Phoenix (brother) , Rain Phoenix (sister) , Liberty Phoenix (sister) , and Summer Phoenix (sister).  ",Joaquin Phoenix was known as Leaf Phoenix in some early films.,1,"joaquin phoenix was born on joaquin rafael bottom     (  1974 - 10 - 28  )   october 28 ,  1974   ( age 44 )    san juan ,  puerto rico .   the other names of joaquin phoenix are leaf phoenix .   the occupation of joaquin phoenix are actor  ,  producer  ,  musician  ,  and activist .   the relatives of joaquin phoenix are river phoenix  ( brother )   ,  rain phoenix  ( sister )   ,  liberty phoenix  ( sister )   ,  and summer phoenix  ( sister )  . ","[(('river', 60), ('phoenix', 1), 0, ['RelatedTo']), (('river', 60), ('phoenix', 6), 0, ['RelatedTo'])]"
281,281,T361,GW4," Joaquin Phoenix was Born on Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The Residence of Joaquin Phoenix are Hollywood Hills, California, U.S..  The Occupation of Joaquin Phoenix are Actor , producer , musician , and activist.  The Years active of Joaquin Phoenix are 1982 - present. ",Joaquin Phoenix was born in the United States.,0,"joaquin phoenix was born on joaquin rafael bottom     (  1974 - 10 - 28  )   october 28 ,  1974   ( age 44 )    san juan ,  puerto rico .   the residence of joaquin phoenix are hollywood hills ,  california ,  u . s .  .   the occupation of joaquin phoenix are actor  ,  producer  ,  musician  ,  and activist .   the years active of joaquin phoenix are 1982  -  present . ","[(('age', 20), ('born', 3), 0, ['RelatedTo'])]"
282,282,T361,GW27," Joaquin Phoenix was Born on Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The Residence of Joaquin Phoenix are Hollywood Hills, California, U.S..  The Other names of Joaquin Phoenix are Leaf Phoenix.  The Parent(s) of Joaquin Phoenix are Arlyn Phoenix , and John Lee Bottom. ",Joaquin Rafael Bottom has been known as Leaf Phoenix.,2,"joaquin phoenix was born on joaquin rafael bottom     (  1974 - 10 - 28  )   october 28 ,  1974   ( age 44 )    san juan ,  puerto rico .   the residence of joaquin phoenix are hollywood hills ,  california ,  u . s .  .   the other names of joaquin phoenix are leaf phoenix .   the parent ( s )  of joaquin phoenix are arlyn phoenix  ,  and john lee bottom . ","[(('lee', 69), ('bottom', 2), 0, ['Co-Hyponym']), (('bottom', 2), ('lee', 69), 1, ['Co-Hyponym'])]"
283,283,T361,GW27," Joaquin Phoenix was Born on Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The Partner(s) of Joaquin Phoenix are Rooney Mara (2016 - present).  The Parent(s) of Joaquin Phoenix are Arlyn Phoenix , and John Lee Bottom.  The Relatives of Joaquin Phoenix are River Phoenix (brother) , Rain Phoenix (sister) , Liberty Phoenix (sister) , and Summer Phoenix (sister).  ",All of Joaquin Rafael Bottom's siblings are involved in acting like him.,1,"joaquin phoenix was born on joaquin rafael bottom     (  1974 - 10 - 28  )   october 28 ,  1974   ( age 44 )    san juan ,  puerto rico .   the partner ( s )  of joaquin phoenix are rooney mara  ( 2016  -  present )  .   the parent ( s )  of joaquin phoenix are arlyn phoenix  ,  and john lee bottom .   the relatives of joaquin phoenix are river phoenix  ( brother )   ,  rain phoenix  ( sister )   ,  liberty phoenix  ( sister )   ,  and summer phoenix  ( sister )  . ","[(('age', 20), ('involved', 9), 0, ['RelatedTo']), (('partner', 30), ('bottom', 4), 0, ['Co-Hyponym']), (('bottom', 4), ('partner', 30), 1, ['Co-Hyponym']), (('lee', 60), ('bottom', 4), 0, ['Co-Hyponym']), (('bottom', 4), ('lee', 60), 1, ['Co-Hyponym']), (('river', 69), ('like', 12), 0, ['RelatedTo']), (('brother', 72), ('like', 12), 0, ['RelatedTo']), (('rain', 75), ('like', 12), 0, ['RelatedTo']), (('sister', 78), ('siblings', 7), 0, ['RelatedTo']), (('sister', 78), ('like', 12), 0, ['RelatedTo']), (('sister', 84), ('siblings', 7), 0, ['RelatedTo']), (('sister', 84), ('like', 12), 0, ['RelatedTo']), (('sister', 91), ('siblings', 7), 0, ['RelatedTo']), (('sister', 91), ('like', 12), 0, ['RelatedTo'])]"
