,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
546,546,T712,GW28," The Country of origin of Coca-Cola are United States.  The Color of Coca-Cola are Caramel E-150d.  The Variants of Coca-Cola are Diet Coke, Diet Coke Caffeine-Free, Caffeine-Free Coca-Cola, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, Coca-Cola Citra, Coca-Cola Life, and Coca-Cola Mango.  The Related products of Coca-Cola are Pepsi , RC Cola , Afri-Cola , Postobon , Inca Kola , Kola Real , Cavan Cola. ",Coca-Cola is an American cocktail.,0,"the country of origin of coca - cola are united states .   the color of coca - cola are caramel e - 150d .   the variants of coca - cola are diet coke ,  diet coke caffeine - free ,  caffeine - free coca - cola ,  coca - cola zero sugar ,  coca - cola cherry ,  coca - cola vanilla ,  coca - cola citra ,  coca - cola life ,  and coca - cola mango .   the related products of coca - cola are pepsi  ,  rc cola  ,  afri - cola  ,  postobon  ,  inca kola  ,  kola real  ,  cavan cola . ","[(('color', 13), ('american', 5), 0, ['RelatedTo']), (('cola', 2), ('caramel', 19), 1, ['RelatedTo']), (('coke', 32), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 32), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('coke', 35), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 35), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('pepsi', 87), ('cola', 2), 0, ['RelatedTo', 'IsA']), (('kola', 99), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 99), 1, ['RelatedTo']), (('kola', 101), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 101), 1, ['RelatedTo'])]"
547,547,T712,GW28," Coca-Cola was Introduced on May 8, 1886; 132 years ago (1886-05-08).  The Color of Coca-Cola are Caramel E-150d.  The Variants of Coca-Cola are Diet Coke, Diet Coke Caffeine-Free, Caffeine-Free Coca-Cola, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, Coca-Cola Citra, Coca-Cola Life, and Coca-Cola Mango.  The Related products of Coca-Cola are Pepsi , RC Cola , Afri-Cola , Postobon , Inca Kola , Kola Real , Cavan Cola. ",Coca-Cola used cocaine in its original formula recipe.,1,"coca - cola was introduced on may 8 ,  1886 ;  132 years ago  ( 1886 - 05 - 08 )  .   the color of coca - cola are caramel e - 150d .   the variants of coca - cola are diet coke ,  diet coke caffeine - free ,  caffeine - free coca - cola ,  coca - cola zero sugar ,  coca - cola cherry ,  coca - cola vanilla ,  coca - cola citra ,  coca - cola life ,  and coca - cola mango .   the related products of coca - cola are pepsi  ,  rc cola  ,  afri - cola  ,  postobon  ,  inca kola  ,  kola real  ,  cavan cola . ","[(('coca', 0), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 0), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('color', 23), ('used', 3), 0, ['RelatedTo']), (('coca', 25), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 25), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('cola', 2), ('caramel', 29), 1, ['RelatedTo']), (('coca', 37), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 37), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coke', 42), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 42), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('coke', 42), ('cocaine', 4), 0, ['Hypernym', 'RelatedTo', 'IsA']), (('cocaine', 4), ('coke', 42), 1, ['Synonym', 'Hyponym']), (('coke', 45), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 45), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('coke', 45), ('cocaine', 4), 0, ['Hypernym', 'RelatedTo', 'IsA']), (('cocaine', 4), ('coke', 45), 1, ['Synonym', 'Hyponym']), (('coca', 53), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 53), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coca', 57), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 57), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('sugar', 61), ('cocaine', 4), 0, ['RelatedTo']), (('coca', 63), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 63), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coca', 68), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 68), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coca', 73), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 73), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coca', 78), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 78), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('life', 81), ('original', 7), 0, ['RelatedTo']), (('coca', 84), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 84), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('coca', 93), ('cocaine', 4), 0, ['RelatedTo']), (('cocaine', 4), ('coca', 93), 1, ['DerivedFrom', 'EtymologicallyRelatedTo']), (('pepsi', 97), ('cola', 2), 0, ['RelatedTo', 'IsA']), (('kola', 109), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 109), 1, ['RelatedTo']), (('kola', 111), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 111), 1, ['RelatedTo'])]"
548,548,T712,GW28," The Country of origin of Coca-Cola are United States.  Coca-Cola was Introduced on May 8, 1886; 132 years ago (1886-05-08).  The Variants of Coca-Cola are Diet Coke, Diet Coke Caffeine-Free, Caffeine-Free Coca-Cola, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, Coca-Cola Citra, Coca-Cola Life, and Coca-Cola Mango.  The Related products of Coca-Cola are Pepsi , RC Cola , Afri-Cola , Postobon , Inca Kola , Kola Real , Cavan Cola. ",Coca-Cola was created in the 17th century.,2,"the country of origin of coca - cola are united states .   coca - cola was introduced on may 8 ,  1886 ;  132 years ago  ( 1886 - 05 - 08 )  .   the variants of coca - cola are diet coke ,  diet coke caffeine - free ,  caffeine - free coca - cola ,  coca - cola zero sugar ,  coca - cola cherry ,  coca - cola vanilla ,  coca - cola citra ,  coca - cola life ,  and coca - cola mango .   the related products of coca - cola are pepsi  ,  rc cola  ,  afri - cola  ,  postobon  ,  inca kola  ,  kola real  ,  cavan cola . ","[(('years', 24), ('century', 8), 0, ['Co-Hyponym']), (('century', 8), ('years', 24), 1, ['Co-Hyponym', 'RelatedTo', 'IsA']), (('coke', 42), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 42), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('coke', 45), ('coca', 0), 0, ['Synonym', 'RelatedTo']), (('coke', 45), ('cola', 2), 0, ['Synonym', 'RelatedTo']), (('life', 81), ('created', 4), 0, ['ReceivesAction']), (('life', 81), ('century', 8), 0, ['Co-Hyponym']), (('century', 8), ('life', 81), 1, ['Co-Hyponym']), (('pepsi', 97), ('cola', 2), 0, ['RelatedTo', 'IsA']), (('kola', 109), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 109), 1, ['RelatedTo']), (('kola', 111), ('cola', 2), 0, ['FormOf', 'RelatedTo', 'Synonym']), (('cola', 2), ('kola', 111), 1, ['RelatedTo'])]"
549,549,T725,GW51, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid. ,Cristiano Ronaldo is a socer player whom has played for a single team over multiple decades.,0,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid . ,"[(('player', 5), ('team', 6), 1, ['PartOf']), (('united', 28), ('single', 11), 0, ['RelatedTo']), (('united', 28), ('team', 12), 0, ['RelatedTo']), (('united', 28), ('multiple', 14), 0, ['RelatedTo'])]"
550,550,T725,GW51, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2009-2018 of Cristiano Ronaldo are Real Madrid.  The 2018- of Cristiano Ronaldo are Juventus.  ,Ronaldo is the highest paid soccer player in the world.,1,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2009 - 2018 of cristiano ronaldo are real madrid .   the 2018 -  of cristiano ronaldo are juventus . ,"[(('player', 6), ('team', 6), 1, ['PartOf']), (('world', 9), ('real', 27), 1, ['RelatedTo'])]"
551,551,T725,GW51, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid. ,Ronaldo has been part of five teams in the past 16 years.,2,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid . ,"[(('years', 1), ('past', 9), 0, ['Co-Hyponym']), (('past', 9), ('years', 1), 1, ['Co-Hyponym']), (('team', 6), ('five', 5), 0, ['Hyponym']), (('five', 5), ('team', 6), 1, ['Hypernym', 'RelatedTo']), (('teams', 6), ('team', 6), 1, ['FormOf', 'RelatedTo'])]"
552,552,T725,GW4, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2009-2018 of Cristiano Ronaldo are Real Madrid.  The 2018- of Cristiano Ronaldo are Juventus.  ,The soccer player Cristiano Ronaldo has been with 3 teams professionally.,0,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2009 - 2018 of cristiano ronaldo are real madrid .   the 2018 -  of cristiano ronaldo are juventus . ,"[(('player', 2), ('team', 6), 1, ['PartOf']), (('teams', 9), ('team', 6), 1, ['FormOf', 'RelatedTo'])]"
553,553,T725,GW4, The Years of Cristiano Ronaldo are Team.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid.  The 2018- of Cristiano Ronaldo are Juventus.  ,Cristiano Ronaldo has scored over 400 goals.,1,the years of cristiano ronaldo are team .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid .   the 2018 -  of cristiano ronaldo are juventus . ,
554,554,T725,GW4, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid. ,Cristiano Ronaldo has played for more than one team at once.,2,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid . ,"[(('united', 28), ('team', 8), 0, ['RelatedTo'])]"
555,555,T725,GW28, The Years of Cristiano Ronaldo are Team.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid.  The 2018- of Cristiano Ronaldo are Juventus.  ,Cristiano Ronaldo scored highest goal for Real Madrid then all other team combined.,0,the years of cristiano ronaldo are team .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid .   the 2018 -  of cristiano ronaldo are juventus . ,"[(('united', 17), ('team', 11), 0, ['RelatedTo']), (('real', 27), ('madrid', 7), 0, ['RelatedTo']), (('real', 6), ('madrid', 28), 1, ['RelatedTo'])]"
556,556,T725,GW28, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2003-2009 of Cristiano Ronaldo are Manchester United.  The 2009-2018 of Cristiano Ronaldo are Real Madrid. ,Cristiano Ronaldo started playing in his teens.,1,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2003 - 2009 of cristiano ronaldo are manchester united .   the 2009 - 2018 of cristiano ronaldo are real madrid . ,"[(('years', 1), ('teens', 6), 0, ['Co-Hyponym']), (('teens', 6), ('years', 1), 1, ['Co-Hyponym']), (('team', 6), ('playing', 3), 0, ['RelatedTo'])]"
557,557,T725,GW28, The Years of Cristiano Ronaldo are Team.  The 2002-2003 of Cristiano Ronaldo are Sporting CP.  The 2009-2018 of Cristiano Ronaldo are Real Madrid.  The 2018- of Cristiano Ronaldo are Juventus.  ,Cristiano Ronaldo has played for European football clubs.,2,the years of cristiano ronaldo are team .   the 2002 - 2003 of cristiano ronaldo are sporting cp .   the 2009 - 2018 of cristiano ronaldo are real madrid .   the 2018 -  of cristiano ronaldo are juventus . ,"[(('team', 6), ('football', 6), 0, ['RelatedTo']), (('football', 6), ('team', 6), 1, ['RelatedTo'])]"
558,558,T732,GW14," The Birth name of Dido are Florian Cloud de Bounevialle Armstrong.  Dido was Born on (1971-12-25) 25 December 1971 (age 47) , Kensington, London, England.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido was born in Western Europe.,0,"the birth name of dido are florian cloud de bounevialle armstrong .   dido was born on  ( 1971 - 12 - 25 )  25 december 1971  ( age 47 )   ,  kensington ,  london ,  england .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('birth', 1), ('born', 2), 0, ['RelatedTo']), (('born', 2), ('birth', 1), 1, ['RelatedTo']), (('age', 27), ('born', 2), 0, ['RelatedTo']), (('england', 35), ('europe', 5), 0, ['PartOf']), (('western', 4), ('music', 50), 1, ['IsA'])]"
559,559,T732,GW14," Dido was Born on (1971-12-25) 25 December 1971 (age 47) , Kensington, London, England.  The Years active of Dido are 1995-present.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido has released more than 7 albums since 1995.,1,"dido was born on  ( 1971 - 12 - 25 )  25 december 1971  ( age 47 )   ,  kensington ,  london ,  england .   the years active of dido are 1995 - present .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('age', 15), ('since', 7), 0, ['RelatedTo']), (('music', 48), ('albums', 6), 0, ['RelatedTo'])]"
560,560,T732,GW14," The Birth name of Dido are Florian Cloud de Bounevialle Armstrong.  The Instruments of Dido are Vocals, piano, guitar, and drums.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido plays less than a dozen different instruments.,2,"the birth name of dido are florian cloud de bounevialle armstrong .   the instruments of dido are vocals ,  piano ,  guitar ,  and drums .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('music', 39), ('plays', 1), 0, ['RelatedTo']), (('music', 39), ('instruments', 7), 0, ['RelatedTo', 'CreatedBy']), (('faithless', 55), ('less', 2), 0, ['DerivedFrom'])]"
561,561,T732,GW28," Dido was Born on (1971-12-25) 25 December 1971 (age 47) , Kensington, London, England.  The Genres of Dido are Pop, trip hop, and  folktronica.  The Years active of Dido are 1995-present.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG. ",Dido is a British painter with a multi-decade career.,0,"dido was born on  ( 1971 - 12 - 25 )  25 december 1971  ( age 47 )   ,  kensington ,  london ,  england .   the genres of dido are pop ,  trip hop ,  and  folktronica .   the years active of dido are 1995 - present .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg . ","[(('12', 7), ('decade', 9), 0, ['Co-Hyponym']), (('decade', 9), ('12', 7), 1, ['Co-Hyponym']), (('25', 9), ('decade', 9), 0, ['Co-Hyponym']), (('decade', 9), ('25', 9), 1, ['Co-Hyponym']), (('25', 11), ('decade', 9), 0, ['Co-Hyponym']), (('decade', 9), ('25', 11), 1, ['Co-Hyponym']), (('age', 15), ('decade', 9), 0, ['Co-Hyponym']), (('decade', 9), ('age', 15), 1, ['Co-Hyponym']), (('years', 39), ('decade', 9), 0, ['Co-Hyponym']), (('decade', 9), ('years', 39), 1, ['Co-Hyponym'])]"
562,562,T732,GW28," The Instruments of Dido are Vocals, piano, guitar, and drums.  The Years active of Dido are 1995-present.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido has won many awards for her music and performed around the world.,1,"the instruments of dido are vocals ,  piano ,  guitar ,  and drums .   the years active of dido are 1995 - present .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('music', 7), ('instruments', 1), 1, ['RelatedTo', 'CreatedBy']), (('vocals', 5), ('music', 7), 0, ['HasContext']), (('music', 7), ('vocals', 5), 1, ['RelatedTo']), (('piano', 7), ('music', 7), 0, ['UsedFor', 'HasContext', 'RelatedTo']), (('music', 7), ('piano', 7), 1, ['RelatedTo']), (('guitar', 9), ('music', 7), 0, ['UsedFor']), (('music', 7), ('guitar', 9), 1, ['RelatedTo']), (('music', 7), ('drums', 12), 1, ['RelatedTo'])]"
563,563,T732,GW28," Dido was Born on (1971-12-25) 25 December 1971 (age 47) , Kensington, London, England.  The Years active of Dido are 1995-present.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido began her career in her twenties.,2,"dido was born on  ( 1971 - 12 - 25 )  25 december 1971  ( age 47 )   ,  kensington ,  london ,  england .   the years active of dido are 1995 - present .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('born', 2), ('began', 1), 0, ['RelatedTo']), (('age', 15), ('twenties', 6), 0, ['Co-Hyponym']), (('twenties', 6), ('age', 15), 1, ['Co-Hyponym']), (('years', 26), ('twenties', 6), 0, ['Co-Hyponym']), (('twenties', 6), ('years', 26), 1, ['Co-Hyponym'])]"
564,564,T732,GW51," The Genres of Dido are Pop, trip hop, and  folktronica.  The Instruments of Dido are Vocals, piano, guitar, and drums.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ",Dido is an English singer known for rock and metallic style music.,0,"the genres of dido are pop ,  trip hop ,  and  folktronica .   the instruments of dido are vocals ,  piano ,  guitar ,  and drums .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('music', 11), ('genres', 1), 1, ['RelatedTo']), (('pop', 5), ('rock', 7), 0, ['Co-Hyponym']), (('rock', 7), ('pop', 5), 1, ['RelatedTo', 'Co-Hyponym']), (('pop', 5), ('style', 10), 0, ['Hypernym']), (('style', 10), ('pop', 5), 1, ['Hyponym']), (('pop', 5), ('music', 11), 0, ['Hypernym']), (('music', 11), ('pop', 5), 1, ['RelatedTo', 'Hyponym']), (('hop', 8), ('music', 11), 0, ['RelatedTo']), (('music', 11), ('hop', 8), 1, ['RelatedTo']), (('folktronica', 11), ('music', 11), 0, ['HasContext']), (('music', 11), ('instruments', 14), 1, ['RelatedTo', 'CreatedBy']), (('singer', 4), ('vocals', 18), 1, ['RelatedTo']), (('vocals', 18), ('music', 11), 0, ['HasContext']), (('music', 11), ('vocals', 18), 1, ['RelatedTo']), (('piano', 20), ('music', 11), 0, ['UsedFor', 'HasContext', 'RelatedTo']), (('music', 11), ('piano', 20), 1, ['RelatedTo']), (('guitar', 22), ('music', 11), 0, ['UsedFor']), (('music', 11), ('guitar', 22), 1, ['RelatedTo']), (('music', 11), ('drums', 25), 1, ['RelatedTo']), (('arista', 37), ('style', 10), 0, ['Co-Hyponym']), (('style', 10), ('arista', 37), 1, ['Co-Hyponym']), (('singer', 4), ('music', 40), 1, ['RelatedTo']), (('music', 40), ('rock', 7), 0, ['RelatedTo', 'Hyponym']), (('rock', 7), ('music', 40), 1, ['Hypernym', 'RelatedTo', 'IsA'])]"
565,565,T732,GW51," The Birth name of Dido are Florian Cloud de Bounevialle Armstrong.  The Instruments of Dido are Vocals, piano, guitar, and drums.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG.  The Associated acts of Dido are Rollo Armstrong, Faithless, Dusted, Sister Bliss, Eminem, and Kendrick Lamar. ","Dido collaborated with Eminem on the song, Stan.",1,"the birth name of dido are florian cloud de bounevialle armstrong .   the instruments of dido are vocals ,  piano ,  guitar ,  and drums .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg .   the associated acts of dido are rollo armstrong ,  faithless ,  dusted ,  sister bliss ,  eminem ,  and kendrick lamar . ","[(('song', 6), ('instruments', 13), 1, ['RelatedTo']), (('vocals', 17), ('song', 6), 0, ['RelatedTo']), (('music', 39), ('song', 6), 0, ['RelatedTo', 'Hyponym', 'PartOf']), (('song', 6), ('music', 39), 1, ['Hypernym', 'RelatedTo', 'IsA', 'MadeOf'])]"
566,566,T732,GW51," The Birth name of Dido are Florian Cloud de Bounevialle Armstrong.  Dido was Born on (1971-12-25) 25 December 1971 (age 47) , Kensington, London, England.  The Years active of Dido are 1995-present.  The Labels of Dido are RCA Records, Cheeky, Arista, Sony Music, Legacy, and BMG. ",Dido has been active in the music industry for less than 30 years.,2,"the birth name of dido are florian cloud de bounevialle armstrong .   dido was born on  ( 1971 - 12 - 25 )  25 december 1971  ( age 47 )   ,  kensington ,  london ,  england .   the years active of dido are 1995 - present .   the labels of dido are rca records ,  cheeky ,  arista ,  sony music ,  legacy ,  and bmg . ","[(('birth', 1), ('active', 3), 0, ['Co-Hyponym']), (('active', 3), ('birth', 1), 1, ['Co-Hyponym']), (('12', 19), ('30', 11), 0, ['Co-Hyponym']), (('30', 11), ('12', 19), 1, ['Co-Hyponym']), (('25', 21), ('30', 11), 0, ['Co-Hyponym']), (('30', 11), ('25', 21), 1, ['Co-Hyponym']), (('25', 23), ('30', 11), 0, ['Co-Hyponym']), (('30', 11), ('25', 23), 1, ['Co-Hyponym']), (('age', 27), ('years', 12), 0, ['Antonym', 'Synonym', 'RelatedTo', 'Co-Hyponym']), (('years', 12), ('age', 27), 1, ['Synonym', 'Co-Hyponym'])]"
567,567,T760,GW4," David Charles Hahn was Born on (1976-10-30)October 30, 1976 , Shelby Charter Township, Michigan, United States [ citation needed ].  David Charles Hahn was Died on September 27, 2016(2016-09-27) (aged 39) , Shelby Charter Township, Michigan, United States.  The Cause of death of David Charles Hahn are Alcohol poisoning.  The Known for of David Charles Hahn are building a nuclear reactor in his backyard at the age of 17.  ",David Charles Hahn was not interested in nuclear physics.,0,"david charles hahn was born on  ( 1976 - 10 - 30 ) october 30 ,  1976  ,  shelby charter township ,  michigan ,  united states  .   david charles hahn was died on september 27 ,  2016 ( 2016 - 09 - 27 )   ( aged 39 )   ,  shelby charter township ,  michigan ,  united states .   the cause of death of david charles hahn are alcohol poisoning .   the known for of david charles hahn are building a nuclear reactor in his backyard at the age of 17 . ","[(('nuclear', 80), ('physics', 8), 0, ['HasContext'])]"
568,568,T760,GW4," David Charles Hahn was Born on (1976-10-30)October 30, 1976 , Shelby Charter Township, Michigan, United States [ citation needed ].  David Charles Hahn was Died on September 27, 2016(2016-09-27) (aged 39) , Shelby Charter Township, Michigan, United States.  The Cause of death of David Charles Hahn are Alcohol poisoning.  The Known for of David Charles Hahn are building a nuclear reactor in his backyard at the age of 17.  ",David Charles Hahn was an alcoholic.,1,"david charles hahn was born on  ( 1976 - 10 - 30 ) october 30 ,  1976  ,  shelby charter township ,  michigan ,  united states  .   david charles hahn was died on september 27 ,  2016 ( 2016 - 09 - 27 )   ( aged 39 )   ,  shelby charter township ,  michigan ,  united states .   the cause of death of david charles hahn are alcohol poisoning .   the known for of david charles hahn are building a nuclear reactor in his backyard at the age of 17 . ","[(('cause', 59), ('alcoholic', 5), 0, ['Hyponym']), (('alcoholic', 5), ('cause', 59), 1, ['Hypernym']), (('alcoholic', 5), ('alcohol', 67), 1, ['DerivedFrom', 'RelatedTo'])]"
569,569,T760,GW4," David Charles Hahn was Born on (1976-10-30)October 30, 1976 , Shelby Charter Township, Michigan, United States [ citation needed ].  David Charles Hahn was Died on September 27, 2016(2016-09-27) (aged 39) , Shelby Charter Township, Michigan, United States.  The Cause of death of David Charles Hahn are Alcohol poisoning.  The Known for of David Charles Hahn are building a nuclear reactor in his backyard at the age of 17.  ",David Charles Hahn lived into their 30s.,2,"david charles hahn was born on  ( 1976 - 10 - 30 ) october 30 ,  1976  ,  shelby charter township ,  michigan ,  united states  .   david charles hahn was died on september 27 ,  2016 ( 2016 - 09 - 27 )   ( aged 39 )   ,  shelby charter township ,  michigan ,  united states .   the cause of death of david charles hahn are alcohol poisoning .   the known for of david charles hahn are building a nuclear reactor in his backyard at the age of 17 . ","[(('age', 87), ('lived', 3), 0, ['RelatedTo'])]"
570,570,T760,GW51," David Charles Hahn was Born on (1976-10-30)October 30, 1976 , Shelby Charter Township, Michigan, United States [ citation needed ].  David Charles Hahn was Died on September 27, 2016(2016-09-27) (aged 39) , Shelby Charter Township, Michigan, United States.  The Cause of death of David Charles Hahn are Alcohol poisoning.  The Known for of David Charles Hahn are building a nuclear reactor in his backyard at the age of 17.  ",David Charles Hahn is a scientist from Wisconsin.,0,"david charles hahn was born on  ( 1976 - 10 - 30 ) october 30 ,  1976  ,  shelby charter township ,  michigan ,  united states  .   david charles hahn was died on september 27 ,  2016 ( 2016 - 09 - 27 )   ( aged 39 )   ,  shelby charter township ,  michigan ,  united states .   the cause of death of david charles hahn are alcohol poisoning .   the known for of david charles hahn are building a nuclear reactor in his backyard at the age of 17 . ","[(('cause', 59), ('scientist', 5), 0, ['Hyponym']), (('scientist', 5), ('cause', 59), 1, ['Hypernym'])]"
