,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
670,670,T2119,GW28," The Frequency of Ganesh Chaturthi are Annual.   The Type of Ganesh Chaturthi are Religious.  The Celebrations of Ganesh Chaturthi are Chanting of Vedic hymns and Hindu texts, prayers, last day: processions, idol immersion.  The Ends of Ganesh Chaturthi are 11 days after the start. ",Ganesh Chaturthi tradition dictates money be given to children as a gift during the observance.,1,"the frequency of ganesh chaturthi are annual .    the type of ganesh chaturthi are religious .   the celebrations of ganesh chaturthi are chanting of vedic hymns and hindu texts ,  prayers ,  last day :  processions ,  idol immersion .   the ends of ganesh chaturthi are 11 days after the start . ","[(('money', 4), ('type', 9), 1, ['RelatedTo']), (('observance', 14), ('religious', 14), 1, ['RelatedTo'])]"
671,671,T2119,GW28," The 2018 date of Ganesh Chaturthi are Thursday, 13 September.  The 2019 date of Ganesh Chaturthi are Monday, 2 September.  The Celebrations of Ganesh Chaturthi are Chanting of Vedic hymns and Hindu texts, prayers, last day: processions, idol immersion.  The Ends of Ganesh Chaturthi are 11 days after the start. ",Ganesh Chaturthi is a single day of observance starting at the end of the summer.,0,"the 2018 date of ganesh chaturthi are thursday ,  13 september .   the 2019 date of ganesh chaturthi are monday ,  2 september .   the celebrations of ganesh chaturthi are chanting of vedic hymns and hindu texts ,  prayers ,  last day :  processions ,  idol immersion .   the ends of ganesh chaturthi are 11 days after the start . ","[(('date', 2), ('day', 5), 0, ['Co-Hyponym', 'RelatedTo', 'IsA', 'Hypernym']), (('day', 5), ('date', 2), 1, ['Hyponym', 'Co-Hyponym']), (('date', 2), ('end', 11), 0, ['Co-Hyponym']), (('end', 11), ('date', 2), 1, ['Co-Hyponym']), (('thursday', 7), ('day', 5), 0, ['IsA', 'EtymologicallyRelatedTo']), (('day', 5), ('thursday', 7), 1, ['RelatedTo']), (('date', 14), ('day', 5), 0, ['Co-Hyponym', 'RelatedTo', 'IsA', 'Hypernym']), (('day', 5), ('date', 14), 1, ['Hyponym', 'Co-Hyponym']), (('date', 14), ('end', 11), 0, ['Co-Hyponym']), (('end', 11), ('date', 14), 1, ['Co-Hyponym']), (('monday', 19), ('day', 5), 0, ['IsA']), (('day', 5), ('monday', 19), 1, ['RelatedTo']), (('2', 21), ('single', 4), 0, ['Co-Hyponym']), (('single', 4), ('2', 21), 1, ['Co-Hyponym']), (('last', 40), ('end', 11), 0, ['Hypernym', 'RelatedTo', 'Synonym']), (('end', 11), ('last', 40), 1, ['RelatedTo', 'Hyponym', 'Synonym']), (('ends', 49), ('end', 11), 0, ['RelatedTo', 'FormOf']), (('days', 55), ('day', 5), 0, ['RelatedTo', 'DerivedFrom', 'FormOf']), (('summer', 14), ('days', 55), 1, ['RelatedTo']), (('start', 58), ('starting', 8), 0, ['Synonym']), (('starting', 8), ('start', 58), 1, ['RelatedTo', 'Synonym', 'FormOf']), (('start', 58), ('end', 11), 0, ['Co-Hyponym', 'DistinctFrom', 'Antonym']), (('end', 11), ('start', 58), 1, ['Co-Hyponym'])]"
672,672,T2119,GW4," The 2018 date of Ganesh Chaturthi are Thursday, 13 September.  The 2019 date of Ganesh Chaturthi are Monday, 2 September.  The Celebrations of Ganesh Chaturthi are Chanting of Vedic hymns and Hindu texts, prayers, last day: processions, idol immersion.  The Ends of Ganesh Chaturthi are 11 days after the start. ",Ganesh Chaturthi lasts for over a week.,2,"the 2018 date of ganesh chaturthi are thursday ,  13 september .   the 2019 date of ganesh chaturthi are monday ,  2 september .   the celebrations of ganesh chaturthi are chanting of vedic hymns and hindu texts ,  prayers ,  last day :  processions ,  idol immersion .   the ends of ganesh chaturthi are 11 days after the start . ","[(('week', 6), ('date', 2), 1, ['IsA']), (('thursday', 7), ('week', 6), 0, ['RelatedTo']), (('week', 6), ('date', 14), 1, ['IsA']), (('monday', 19), ('week', 6), 0, ['RelatedTo']), (('week', 6), ('monday', 19), 1, ['RelatedTo']), (('lasts', 2), ('last', 40), 1, ['RelatedTo', 'FormOf']), (('day', 41), ('week', 6), 0, ['RelatedTo', 'PartOf', 'Co-Hyponym', 'Antonym']), (('week', 6), ('day', 41), 1, ['RelatedTo', 'Co-Hyponym']), (('week', 6), ('days', 55), 1, ['RelatedTo'])]"
673,673,T2119,GW4," The Observed by of Ganesh Chaturthi are Hindus.  The Type of Ganesh Chaturthi are Religious.  The Celebrations of Ganesh Chaturthi are Chanting of Vedic hymns and Hindu texts, prayers, last day: processions, idol immersion.  The Ends of Ganesh Chaturthi are 11 days after the start. ",Ganesh Chaturthi has been part of Hindu tradition for over 1000 years.,1,"the observed by of ganesh chaturthi are hindus .   the type of ganesh chaturthi are religious .   the celebrations of ganesh chaturthi are chanting of vedic hymns and hindu texts ,  prayers ,  last day :  processions ,  idol immersion .   the ends of ganesh chaturthi are 11 days after the start . ","[(('hindus', 7), ('hindu', 6), 0, ['RelatedTo', 'FormOf']), (('day', 34), ('part', 4), 0, ['RelatedTo']), (('day', 34), ('years', 11), 0, ['Co-Hyponym']), (('years', 11), ('day', 34), 1, ['Co-Hyponym']), (('11', 47), ('1000', 10), 0, ['Co-Hyponym']), (('1000', 10), ('11', 47), 1, ['Co-Hyponym']), (('days', 48), ('years', 11), 0, ['Synonym']), (('years', 11), ('days', 48), 1, ['Synonym']), (('start', 51), ('part', 4), 0, ['Co-Hyponym', 'Synonym']), (('part', 4), ('start', 51), 1, ['Co-Hyponym', 'Synonym'])]"
674,674,T2119,GW4," The 2018 date of Ganesh Chaturthi are Thursday, 13 September.  The 2019 date of Ganesh Chaturthi are Monday, 2 September.  The Celebrations of Ganesh Chaturthi are Chanting of Vedic hymns and Hindu texts, prayers, last day: processions, idol immersion.  The Ends of Ganesh Chaturthi are 11 days after the start. ",Ganesh Chaturthi happens on the same date every year.,0,"the 2018 date of ganesh chaturthi are thursday ,  13 september .   the 2019 date of ganesh chaturthi are monday ,  2 september .   the celebrations of ganesh chaturthi are chanting of vedic hymns and hindu texts ,  prayers ,  last day :  processions ,  idol immersion .   the ends of ganesh chaturthi are 11 days after the start . ","[(('date', 2), ('year', 8), 0, ['Hypernym']), (('year', 8), ('date', 2), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('date', 14), ('year', 8), 0, ['Hypernym']), (('year', 8), ('date', 14), 1, ['RelatedTo', 'Hyponym', 'IsA']), (('day', 41), ('date', 6), 0, ['Hyponym', 'Co-Hyponym']), (('date', 6), ('day', 41), 1, ['Co-Hyponym', 'RelatedTo', 'IsA', 'Hypernym']), (('day', 41), ('every', 7), 0, ['RelatedTo']), (('day', 41), ('year', 8), 0, ['RelatedTo', 'Co-Hyponym', 'DistinctFrom']), (('year', 8), ('day', 41), 1, ['Co-Hyponym', 'RelatedTo', 'IsA']), (('year', 8), ('days', 55), 1, ['RelatedTo']), (('start', 58), ('date', 6), 0, ['Co-Hyponym']), (('date', 6), ('start', 58), 1, ['Co-Hyponym'])]"
675,675,T2120,GW106," The Track length of Garfield Park Branch are 4 ft 8  1 ⁄ 2  in (1,435 mm) standard gauge.  The Status of Garfield Park Branch are Closed.  The Opened of Garfield Park Branch are June 19, 1895.  The Closed of Garfield Park Branch are June 22, 1958. ",The Garfield Park Branch opened and closed during the same month 63 years apart.,2,"the track length of garfield park branch are 4 ft 8  1 ⁄ 2  in  ( 1 , 435 mm )  standard gauge .   the status of garfield park branch are closed .   the opened of garfield park branch are june 19 ,  1895 .   the closed of garfield park branch are june 22 ,  1958 . ","[(('month', 10), ('length', 2), 1, ['RelatedTo']), (('closed', 31), ('opened', 4), 0, ['ReceivesAction']), (('closed', 6), ('opened', 34), 1, ['ReceivesAction']), (('june', 40), ('month', 10), 0, ['RelatedTo', 'IsA']), (('month', 10), ('june', 40), 1, ['RelatedTo']), (('closed', 46), ('opened', 4), 0, ['ReceivesAction']), (('june', 52), ('month', 10), 0, ['RelatedTo', 'IsA']), (('month', 10), ('june', 52), 1, ['RelatedTo'])]"
676,676,T2120,GW106," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The Type of Garfield Park Branch are Rapid transit.  The Electrification of Garfield Park Branch are Third rail, 600 V DC.   The System of Garfield Park Branch are Chicago ""L"". ",The Garfield Park Branch is the only rapid transit line to survive in two separate centuries in Chicago.,1,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the type of garfield park branch are rapid transit .   the electrification of garfield park branch are third rail ,  600 v dc .    the system of garfield park branch are chicago  "" l ""  . ","[(('branch', 8), ('separate', 14), 0, ['Synonym']), (('separate', 14), ('branch', 8), 1, ['Synonym']), (('rapid', 7), ('transit', 11), 1, ['RelatedTo']), (('rapid', 20), ('transit', 8), 0, ['RelatedTo']), (('rapid', 7), ('transit', 21), 1, ['RelatedTo']), (('company', 22), ('two', 13), 0, ['RelatedTo']), (('west', 30), ('line', 9), 0, ['Co-Hyponym']), (('line', 9), ('west', 30), 1, ['Co-Hyponym']), (('side', 31), ('line', 9), 0, ['RelatedTo', 'IsA', 'Hypernym']), (('line', 9), ('side', 31), 1, ['RelatedTo', 'Hyponym']), (('side', 31), ('two', 13), 0, ['RelatedTo']), (('elevated', 32), ('line', 9), 0, ['Hypernym']), (('line', 9), ('elevated', 32), 1, ['Hyponym']), (('railroad', 33), ('line', 9), 0, ['Hypernym']), (('line', 9), ('railroad', 33), 1, ['Hyponym']), (('branch', 45), ('separate', 14), 0, ['Synonym']), (('separate', 14), ('branch', 45), 1, ['Synonym']), (('rapid', 47), ('transit', 8), 0, ['RelatedTo']), (('rapid', 7), ('transit', 48), 1, ['RelatedTo']), (('branch', 55), ('separate', 14), 0, ['Synonym']), (('separate', 14), ('branch', 55), 1, ['Synonym']), (('third', 57), ('park', 2), 0, ['Co-Hyponym']), (('park', 2), ('third', 57), 1, ['Co-Hyponym']), (('rail', 58), ('line', 9), 0, ['Hypernym']), (('line', 9), ('rail', 58), 1, ['Hyponym']), (('rail', 58), ('two', 13), 0, ['RelatedTo']), (('rail', 58), ('separate', 14), 0, ['MannerOf', 'Hypernym']), (('separate', 14), ('rail', 58), 1, ['Hyponym']), (('branch', 3), ('system', 65), 1, ['RelatedTo']), (('transit', 8), ('system', 65), 1, ['RelatedTo']), (('system', 65), ('line', 9), 0, ['Hyponym']), (('line', 9), ('system', 65), 1, ['Hypernym']), (('branch', 69), ('separate', 14), 0, ['Synonym']), (('separate', 14), ('branch', 69), 1, ['Synonym'])]"
677,677,T2120,GW106," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The System of Garfield Park Branch are Chicago ""L"".  The Locale of Garfield Park Branch are Chicago, Illinois, U.S. , Oak Park, Illinois , Forest Park, Illinois.  The Opened of Garfield Park Branch are June 19, 1895. ","The Garfield Park Branch operated entirely within Cook County, Illinois.",0,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the system of garfield park branch are chicago  "" l ""  .   the locale of garfield park branch are chicago ,  illinois ,  u . s .   ,  oak park ,  illinois  ,  forest park ,  illinois .   the opened of garfield park branch are june 19 ,  1895 . ","[(('chicago', 10), ('illinois', 10), 0, ['RelatedTo', 'PartOf']), (('illinois', 10), ('chicago', 10), 1, ['RelatedTo', 'AtLocation']), (('chicago', 19), ('illinois', 10), 0, ['RelatedTo', 'PartOf']), (('illinois', 10), ('chicago', 19), 1, ['RelatedTo', 'AtLocation']), (('side', 31), ('county', 8), 0, ['Co-Hyponym']), (('county', 8), ('side', 31), 1, ['Co-Hyponym']), (('branch', 3), ('system', 41), 1, ['RelatedTo']), (('chicago', 47), ('illinois', 10), 0, ['RelatedTo', 'PartOf']), (('illinois', 10), ('chicago', 47), 1, ['RelatedTo', 'AtLocation']), (('chicago', 59), ('illinois', 10), 0, ['RelatedTo', 'PartOf']), (('illinois', 10), ('chicago', 59), 1, ['RelatedTo', 'AtLocation']), (('branch', 3), ('forest', 73), 1, ['AtLocation'])]"
678,678,T2120,GW74," The Status of Garfield Park Branch are Closed.  The Electrification of Garfield Park Branch are Third rail, 600 V DC.   The Opened of Garfield Park Branch are June 19, 1895.  The Closed of Garfield Park Branch are June 22, 1958. ",Garfield Park Branch closed in same month that it opened,2,"the status of garfield park branch are closed .   the electrification of garfield park branch are third rail ,  600 v dc .    the opened of garfield park branch are june 19 ,  1895 .   the closed of garfield park branch are june 22 ,  1958 . ","[(('closed', 7), ('opened', 9), 0, ['ReceivesAction']), (('third', 16), ('park', 1), 0, ['Co-Hyponym']), (('park', 1), ('third', 16), 1, ['Co-Hyponym']), (('closed', 3), ('opened', 24), 1, ['ReceivesAction']), (('june', 30), ('month', 6), 0, ['RelatedTo', 'IsA']), (('month', 6), ('june', 30), 1, ['RelatedTo']), (('closed', 36), ('opened', 9), 0, ['ReceivesAction']), (('june', 42), ('month', 6), 0, ['RelatedTo', 'IsA']), (('month', 6), ('june', 42), 1, ['RelatedTo'])]"
679,679,T2120,GW74," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The Stations of Garfield Park Branch are 22.  The Opened of Garfield Park Branch are June 19, 1895.  The Closed of Garfield Park Branch are June 22, 1958. ",Garfield Park Branch had 22 stations in 1895,1,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the stations of garfield park branch are 22 .   the opened of garfield park branch are june 19 ,  1895 .   the closed of garfield park branch are june 22 ,  1958 . ","[(('19', 57), ('22', 4), 0, ['Co-Hyponym']), (('22', 4), ('19', 57), 1, ['Co-Hyponym'])]"
680,680,T2120,GW74," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The Status of Garfield Park Branch are Closed.  The Electrification of Garfield Park Branch are Third rail, 600 V DC.   The Closed of Garfield Park Branch are June 22, 1958. ",Metropolitan West Side Elevated Railroad was the operator when  Garfield Park Branch closed,0,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the status of garfield park branch are closed .   the electrification of garfield park branch are third rail ,  600 v dc .    the closed of garfield park branch are june 22 ,  1958 . ","[(('company', 22), ('side', 2), 0, ['Co-Hyponym']), (('side', 2), ('company', 22), 1, ['Co-Hyponym']), (('elevated', 32), ('railroad', 4), 0, ['Hypernym']), (('railroad', 4), ('elevated', 32), 1, ['Hyponym']), (('railroad', 33), ('elevated', 3), 0, ['Hyponym']), (('elevated', 3), ('railroad', 33), 1, ['Hypernym']), (('status', 41), ('metropolitan', 0), 0, ['Hyponym']), (('metropolitan', 0), ('status', 41), 1, ['Hypernym']), (('elevated', 3), ('status', 41), 1, ['RelatedTo']), (('third', 56), ('park', 10), 0, ['Co-Hyponym']), (('park', 10), ('third', 56), 1, ['Co-Hyponym']), (('rail', 57), ('elevated', 3), 0, ['Co-Hyponym']), (('elevated', 3), ('rail', 57), 1, ['Co-Hyponym']), (('rail', 57), ('railroad', 4), 0, ['RelatedTo', 'Co-Hyponym', 'Hypernym']), (('railroad', 4), ('rail', 57), 1, ['Hyponym', 'Co-Hyponym', 'DerivedFrom'])]"
681,681,T2120,GW28," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The Electrification of Garfield Park Branch are Third rail, 600 V DC.   The Opened of Garfield Park Branch are June 19, 1895.  The Closed of Garfield Park Branch are June 22, 1958. ",Garfield Park Branch has not been in operation for more than fifty years.,2,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the electrification of garfield park branch are third rail ,  600 v dc .    the opened of garfield park branch are june 19 ,  1895 .   the closed of garfield park branch are june 22 ,  1958 . ","[(('third', 47), ('park', 1), 0, ['Co-Hyponym']), (('park', 1), ('third', 47), 1, ['Co-Hyponym']), (('19', 62), ('fifty', 11), 0, ['Co-Hyponym']), (('fifty', 11), ('19', 62), 1, ['Co-Hyponym']), (('closed', 67), ('operation', 7), 0, ['RelatedTo']), (('22', 74), ('fifty', 11), 0, ['Co-Hyponym']), (('fifty', 11), ('22', 74), 1, ['Co-Hyponym'])]"
682,682,T2120,GW28," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The Status of Garfield Park Branch are Closed.  The Opened of Garfield Park Branch are June 19, 1895.  The Closed of Garfield Park Branch are June 22, 1958. ",Garfield Park Branch is abandoned and condemned.,1,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the status of garfield park branch are closed .   the opened of garfield park branch are june 19 ,  1895 .   the closed of garfield park branch are june 22 ,  1958 . ",
683,683,T2120,GW28," The Operator(s) of Garfield Park Branch are Chicago Transit Authority (1947-1958) , Chicago Rapid Transit Company (1924-1947) , Metropolitan West Side Elevated Railroad (1895-1924).  The System of Garfield Park Branch are Chicago ""L"".  The Electrification of Garfield Park Branch are Third rail, 600 V DC.   The Locale of Garfield Park Branch are Chicago, Illinois, U.S. , Oak Park, Illinois , Forest Park, Illinois. ",Garfield Park Branch serviced multiple states in the midwest.,0,"the operator ( s )  of garfield park branch are chicago transit authority  ( 1947 - 1958 )   ,  chicago rapid transit company  ( 1924 - 1947 )   ,  metropolitan west side elevated railroad  ( 1895 - 1924 )  .   the system of garfield park branch are chicago  "" l ""  .   the electrification of garfield park branch are third rail ,  600 v dc .    the locale of garfield park branch are chicago ,  illinois ,  u . s .   ,  oak park ,  illinois  ,  forest park ,  illinois . ","[(('midwest', 8), ('west', 30), 1, ['DerivedFrom']), (('branch', 2), ('system', 41), 1, ['RelatedTo']), (('third', 59), ('park', 1), 0, ['Co-Hyponym']), (('park', 1), ('third', 59), 1, ['Co-Hyponym']), (('illinois', 75), ('midwest', 8), 0, ['PartOf']), (('midwest', 8), ('illinois', 75), 1, ['RelatedTo']), (('illinois', 85), ('midwest', 8), 0, ['PartOf']), (('midwest', 8), ('illinois', 85), 1, ['RelatedTo']), (('branch', 2), ('forest', 87), 1, ['AtLocation']), (('forest', 87), ('multiple', 4), 0, ['RelatedTo']), (('illinois', 90), ('midwest', 8), 0, ['PartOf']), (('midwest', 8), ('illinois', 90), 1, ['RelatedTo'])]"
684,684,T2121,GW52, The Knowledge / skills tested of General Examination for Women are Humanities and sciences.  The Purpose of General Examination for Women are Degree level qualification for women.  The Year started of General Examination for Women are 1869 (admission 1868).  The Year terminated of General Examination for Women are 1878. ,The General Examination for Women only was in use for a decade.,2,the knowledge  /  skills tested of general examination for women are humanities and sciences .   the purpose of general examination for women are degree level qualification for women .   the year started of general examination for women are 1869  ( admission 1868 )  .   the year terminated of general examination for women are 1878 . ,"[(('knowledge', 1), ('general', 1), 0, ['Hyponym']), (('general', 1), ('knowledge', 1), 1, ['Hypernym']), (('knowledge', 1), ('examination', 2), 0, ['Hyponym']), (('examination', 2), ('knowledge', 1), 1, ['Hypernym']), (('knowledge', 1), ('use', 8), 0, ['Hyponym']), (('use', 8), ('knowledge', 1), 1, ['Hypernym']), (('purpose', 16), ('use', 8), 0, ['RelatedTo', 'Co-Hyponym', 'Synonym']), (('use', 8), ('purpose', 16), 1, ['Co-Hyponym', 'Synonym']), (('level', 24), ('examination', 2), 0, ['RelatedTo']), (('year', 30), ('decade', 11), 0, ['Co-Hyponym', 'RelatedTo', 'PartOf', 'IsA']), (('decade', 11), ('year', 30), 1, ['RelatedTo', 'Co-Hyponym']), (('year', 45), ('decade', 11), 0, ['Co-Hyponym', 'RelatedTo', 'PartOf', 'IsA']), (('decade', 11), ('year', 45), 1, ['RelatedTo', 'Co-Hyponym'])]"
685,685,T2121,GW52, The Knowledge / skills tested of General Examination for Women are Humanities and sciences.  The Purpose of General Examination for Women are Degree level qualification for women.  The Year started of General Examination for Women are 1869 (admission 1868).  The Year terminated of General Examination for Women are 1878. ,The General Examination for Women was meant to be a foot in the door for work.,1,the knowledge  /  skills tested of general examination for women are humanities and sciences .   the purpose of general examination for women are degree level qualification for women .   the year started of general examination for women are 1869  ( admission 1868 )  .   the year terminated of general examination for women are 1878 . ,"[(('knowledge', 1), ('general', 1), 0, ['Hyponym']), (('general', 1), ('knowledge', 1), 1, ['Hypernym']), (('knowledge', 1), ('examination', 2), 0, ['Hyponym']), (('examination', 2), ('knowledge', 1), 1, ['Hypernym']), (('knowledge', 1), ('door', 13), 0, ['Hyponym']), (('door', 13), ('knowledge', 1), 1, ['Hypernym']), (('knowledge', 1), ('work', 15), 0, ['Hyponym']), (('work', 15), ('knowledge', 1), 1, ['Hypernym']), (('work', 15), ('general', 6), 1, ['RelatedTo']), (('examination', 7), ('work', 15), 0, ['Hypernym']), (('work', 15), ('examination', 7), 1, ['Hyponym']), (('work', 15), ('general', 18), 1, ['RelatedTo']), (('examination', 19), ('work', 15), 0, ['Hypernym']), (('work', 15), ('examination', 19), 1, ['Hyponym']), (('work', 15), ('degree', 23), 1, ['RelatedTo']), (('level', 24), ('examination', 2), 0, ['RelatedTo']), (('level', 24), ('door', 13), 0, ['Co-Hyponym']), (('door', 13), ('level', 24), 1, ['Co-Hyponym']), (('work', 15), ('general', 33), 1, ['RelatedTo']), (('examination', 34), ('work', 15), 0, ['Hypernym']), (('work', 15), ('examination', 34), 1, ['Hyponym']), (('admission', 40), ('door', 13), 0, ['Hyponym']), (('door', 13), ('admission', 40), 1, ['Hypernym']), (('work', 15), ('general', 48), 1, ['RelatedTo']), (('examination', 49), ('work', 15), 0, ['Hypernym']), (('work', 15), ('examination', 49), 1, ['Hyponym'])]"
686,686,T2121,GW52, The Developer / administrator of General Examination for Women are University of London.  The Knowledge / skills tested of General Examination for Women are Humanities and sciences.  The Year started of General Examination for Women are 1869 (admission 1868).  The Year terminated of General Examination for Women are 1878. ,The General Examination for Women was taken in the 20th century.,0,the developer  /  administrator of general examination for women are university of london .   the knowledge  /  skills tested of general examination for women are humanities and sciences .   the year started of general examination for women are 1869  ( admission 1868 )  .   the year terminated of general examination for women are 1878 . ,"[(('administrator', 3), ('general', 1), 0, ['Co-Hyponym']), (('general', 1), ('administrator', 3), 1, ['Co-Hyponym']), (('knowledge', 15), ('general', 1), 0, ['Hyponym']), (('general', 1), ('knowledge', 15), 1, ['Hypernym']), (('knowledge', 15), ('examination', 2), 0, ['Hyponym']), (('examination', 2), ('knowledge', 15), 1, ['Hypernym']), (('year', 30), ('century', 10), 0, ['RelatedTo', 'Co-Hyponym']), (('century', 10), ('year', 30), 1, ['RelatedTo', 'Co-Hyponym']), (('year', 45), ('century', 10), 0, ['RelatedTo', 'Co-Hyponym']), (('century', 10), ('year', 45), 1, ['RelatedTo', 'Co-Hyponym'])]"
687,687,T2121,GW28, The Developer / administrator of General Examination for Women are University of London.  The Knowledge / skills tested of General Examination for Women are Humanities and sciences.  The Purpose of General Examination for Women are Degree level qualification for women.  The Year started of General Examination for Women are 1869 (admission 1868). ,General Examination for Women was an exam to qualify women for higher learning at university.,2,the developer  /  administrator of general examination for women are university of london .   the knowledge  /  skills tested of general examination for women are humanities and sciences .   the purpose of general examination for women are degree level qualification for women .   the year started of general examination for women are 1869  ( admission 1868 )  . ,"[(('administrator', 3), ('general', 0), 0, ['Co-Hyponym']), (('general', 0), ('administrator', 3), 1, ['Co-Hyponym']), (('general', 5), ('higher', 11), 0, ['RelatedTo']), (('examination', 6), ('exam', 6), 0, ['RelatedTo', 'Synonym']), (('exam', 6), ('examination', 6), 1, ['Synonym', 'FormOf']), (('higher', 11), ('examination', 6), 1, ['RelatedTo']), (('higher', 11), ('university', 10), 1, ['RelatedTo']), (('university', 10), ('learning', 12), 0, ['UsedFor']), (('knowledge', 15), ('general', 0), 0, ['Hyponym']), (('general', 0), ('knowledge', 15), 1, ['Hypernym']), (('knowledge', 15), ('examination', 1), 0, ['Hyponym']), (('examination', 1), ('knowledge', 15), 1, ['Hypernym']), (('knowledge', 15), ('learning', 12), 0, ['Hyponym', 'Synonym']), (('learning', 12), ('knowledge', 15), 1, ['Causes', 'RelatedTo', 'Hypernym', 'Synonym']), (('knowledge', 15), ('university', 14), 0, ['AtLocation']), (('general', 20), ('higher', 11), 0, ['RelatedTo']), (('examination', 21), ('exam', 6), 0, ['RelatedTo', 'Synonym']), (('exam', 6), ('examination', 21), 1, ['Synonym', 'FormOf']), (('higher', 11), ('examination', 21), 1, ['RelatedTo']), (('exam', 6), ('sciences', 27), 1, ['HasContext']), (('general', 32), ('higher', 11), 0, ['RelatedTo']), (('examination', 33), ('exam', 6), 0, ['RelatedTo', 'Synonym']), (('exam', 6), ('examination', 33), 1, ['Synonym', 'FormOf']), (('higher', 11), ('examination', 33), 1, ['RelatedTo']), (('degree', 37), ('university', 14), 0, ['RelatedTo', 'AtLocation']), (('university', 14), ('degree', 37), 1, ['RelatedTo', 'UsedFor']), (('level', 38), ('examination', 1), 0, ['RelatedTo']), (('qualification', 39), ('qualify', 8), 0, ['RelatedTo', 'DerivedFrom']), (('qualify', 8), ('qualification', 39), 1, ['RelatedTo']), (('higher', 11), ('qualification', 39), 1, ['RelatedTo']), (('general', 47), ('higher', 11), 0, ['RelatedTo']), (('examination', 48), ('exam', 6), 0, ['RelatedTo', 'Synonym']), (('exam', 6), ('examination', 48), 1, ['Synonym', 'FormOf']), (('higher', 11), ('examination', 48), 1, ['RelatedTo']), (('admission', 54), ('exam', 6), 0, ['RelatedTo'])]"
688,688,T2121,GW28, The Developer / administrator of General Examination for Women are University of London.  The Knowledge / skills tested of General Examination for Women are Humanities and sciences.  The Purpose of General Examination for Women are Degree level qualification for women.  The Year started of General Examination for Women are 1869 (admission 1868). ,General Examination for Women was necessary for women who wished to pursue an academic career.,1,the developer  /  administrator of general examination for women are university of london .   the knowledge  /  skills tested of general examination for women are humanities and sciences .   the purpose of general examination for women are degree level qualification for women .   the year started of general examination for women are 1869  ( admission 1868 )  . ,"[(('administrator', 3), ('general', 0), 0, ['Co-Hyponym']), (('general', 0), ('administrator', 3), 1, ['Co-Hyponym']), (('knowledge', 15), ('general', 0), 0, ['Hyponym']), (('general', 0), ('knowledge', 15), 1, ['Hypernym']), (('knowledge', 15), ('examination', 1), 0, ['Hyponym']), (('examination', 1), ('knowledge', 15), 1, ['Hypernym']), (('academic', 13), ('humanities', 25), 1, ['RelatedTo']), (('degree', 37), ('academic', 13), 0, ['RelatedTo']), (('level', 38), ('examination', 1), 0, ['RelatedTo'])]"
